Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption,Solar_Output (kWh),EV_Surge (kWh),Net_Grid_Load (kWh)
2024-01-01 17:00:00,0.5120908186838649,0.622446786489016,0.2055639170517975,0.3431520915586162,0.4273717555514109,4.3834,0.0,-3.8713
2024-01-01 17:30:00,0.1715260583381629,0.8477219254348038,0.4233034629675803,0.6092728853692204,0.3635356323565764,3.3728,0.0,-3.2013
2024-01-01 18:00:00,0.4098105991674593,0.8196378810150041,0.4513540940630684,0.4678564751593927,0.4287182502965188,2.7237,0.0,-2.3139
2024-01-01 18:30:00,0.048388312686704,0.4342352893366141,0.4500925598895748,0.3024048984071702,0.3167760460339166,2.4548,6.901,4.4946
2024-01-01 19:00:00,0.1536356585169282,0.7443224065006648,0.5869853148074664,0.3269009946781318,0.2819022059754474,1.7953,13.8451,12.2034
2024-01-01 19:30:00,0.4078102059781873,0.5778157672034542,0.7878997314331746,0.4645406849273589,0.3053203219502662,1.5924,12.6299,11.4453
2024-01-01 20:00:00,0.4980777633325685,0.5933734830517112,0.5142352356944326,0.4141239013969509,0.3695594192123932,1.1287,7.4074,6.7768
2024-01-01 20:30:00,0.4035613801983284,0.2992877617232035,0.4642298698124155,0.3051376265447721,0.2889876428221176,0.0,6.5074,6.911
2024-01-01 21:00:00,0.3557252862686266,0.5035277358698927,0.4579854596535922,0.2594141363404099,0.2840911922992313,0.0,8.1623,8.518
2024-01-01 21:30:00,0.3248160507351185,0.417311314099503,0.5143609710720523,0.3610665941490798,0.3203579717986629,0.0,8.9795,9.3043
2024-01-01 22:00:00,0.1285796682720954,0.6375209655724376,0.3743536249942128,0.4858981437760501,0.2100599435945029,0.0,0.0,0.1286
2024-01-01 22:30:00,0.2550259652675486,0.6701349545431549,0.5137457584078902,0.4618791009138857,0.2340745650198608,0.0,0.0,0.255
2024-01-01 23:00:00,0.2982268715067021,0.2479936860231962,0.56233335249366,0.4025137833651768,0.2019830205434165,0.0,0.0,0.2982
2024-01-01 23:30:00,0.5511870377031526,0.5234367191007011,0.5268970027150777,0.4868672788168449,0.3465882240514135,0.0,0.0,0.5512
2024-01-02 00:00:00,0.432269714928077,0.6769498653757929,0.5633223462448675,0.5874183663124215,0.4267235394905584,0.0,0.0,0.4323
2024-01-02 00:30:00,0.081159974106211,0.5013411567434097,0.5598254895912065,0.5099301122804945,0.3327787442760592,0.0,0.0,0.0812
2024-01-02 01:00:00,0.4290139948991325,0.6242356187433727,0.2356800461672135,0.448093668007645,0.3129159646140396,0.0,0.0,0.429
2024-01-02 01:30:00,0.3108196199306139,0.5735209388450229,0.5896767439304076,0.573987227678261,0.2862433808345876,0.0,0.0,0.3108
2024-01-02 02:00:00,0.2621796666156735,0.5722453174913115,0.3974676165550432,0.3474943401899077,0.2593396066319893,0.0,0.0,0.2622
2024-01-02 02:30:00,0.4769460481401446,0.4899828366882788,0.3350346724730318,0.4356635353715199,0.3030922816884052,0.0,0.0,0.4769
2024-01-02 03:00:00,0.5468332537493252,0.3631263005683615,0.3337689397899149,0.4385225983572494,0.423382254269194,0.0,0.0,0.5468
2024-01-02 03:30:00,0.5302133531860331,0.3758822859575769,0.5597952156266954,0.3142504676045768,0.5025263058605831,0.0,0.0,0.5302
2024-01-02 04:00:00,0.2351304127962269,0.621590346191197,0.463371151755572,0.4122749482334396,0.4843797279189552,0.0,0.0,0.2351
2024-01-02 04:30:00,0.3234646040247976,0.5290051774860163,0.2488960114836023,0.213715348408944,0.4188866245617069,0.0,0.0,0.3235
2024-01-02 05:00:00,0.430210571900594,0.5078052251525021,0.5663344577268528,0.6920498289692649,0.4182944138385565,0.0,0.0,0.4302
2024-01-02 05:30:00,0.5375908545203932,0.4695069624783051,0.2845137680253356,0.3501860350585505,0.5495641984774651,0.0,0.0,0.5376
2024-01-02 06:00:00,0.295137627025785,0.4854368969468554,0.5166295602782116,0.652932139884241,0.5110612778095502,1.2085,0.0,-0.9134
2024-01-02 06:30:00,0.3440568372226972,0.6668914665948062,0.5311313926377157,0.467215970212364,0.5206203206858107,1.5021,0.0,-1.158
2024-01-02 07:00:00,0.190610837665662,0.4814034250120697,0.626227159717208,0.5304134005836398,0.5000370841734134,1.9938,0.0,-1.8032
2024-01-02 07:30:00,0.1756322293198882,0.346420314713414,0.7579207561986538,0.404005981729211,0.4133790559756498,2.6694,0.0,-2.4938
2024-01-02 08:00:00,0.510420970399033,0.6261933746015219,0.2955258805485888,0.4875921935755339,0.4029068622685405,3.1876,0.0,-2.6772
2024-01-02 08:30:00,0.6010400047618039,0.4988989893440629,0.4883695104432129,0.5406858405142694,0.4232766481397543,3.7791,0.0,-3.1781
2024-01-02 09:00:00,0.3629983130699444,0.5306072282680838,0.4554704316204847,0.5423729429793859,0.4600515300581924,4.5024,0.0,-4.1394
2024-01-02 09:30:00,0.5422554829820041,0.7421340170585323,0.5598257947738954,0.5555960861808856,0.5229759131227385,4.8523,0.0,-4.31
2024-01-02 10:00:00,0.4352726708412724,0.5236345739581575,0.5277762321253643,0.4184583448115001,0.5244317756996979,5.0582,0.0,-4.6229
2024-01-02 10:30:00,0.2674800408991459,0.5652028599120962,0.4442703339766109,0.4050185384788781,0.4467477498061694,6.4611,0.0,-6.1936
2024-01-02 11:00:00,0.435232600918069,0.3681799861395501,0.4312853856040701,0.2713946342357173,0.4870391451542351,6.6014,0.0,-6.1662
2024-01-02 11:30:00,0.6313394277443282,0.4969137679860388,0.3320055411997372,0.5254172608293767,0.5696617839951073,7.5414,0.0,-6.9101
2024-01-02 12:00:00,0.3690289934816748,0.6081934373508506,0.6412590735053301,0.5924993088870842,0.6209749485828893,9.0252,0.0,-8.6562
2024-01-02 12:30:00,0.6357739426356678,0.3176596219482697,0.5635666331345228,0.656515331453825,0.7533119709060265,7.7421,0.0,-7.1063
2024-01-02 13:00:00,0.0,0.5533476484404655,0.6309580239106507,0.4992583700691553,0.6065146052267743,7.3737,0.0,-7.3737
2024-01-02 13:30:00,0.511983750729204,0.5399202017775361,0.4504647892368899,0.3706928846067647,0.5809019751676532,7.8619,0.0,-7.3499
2024-01-02 14:00:00,0.3895078447063619,0.5319346991407727,0.3995514432411006,0.2590474064637169,0.5885261317664203,7.6548,0.0,-7.2653
2024-01-02 14:30:00,0.3251654415890221,0.6655826087603216,0.3376100451256565,0.5876151176978576,0.5260909105669938,8.1308,0.0,-7.8056
2024-01-02 15:00:00,0.390293462755917,0.5712761488284857,0.5488283347351288,0.2471487915723577,0.5131548643616288,7.3431,0.0,-6.9528
2024-01-02 15:30:00,0.0437385142331845,0.7247540019594735,0.3432712841735475,0.4217849319094755,0.4488066721587489,7.1471,0.0,-7.1034
2024-01-02 16:00:00,0.338388018693748,0.3930521708042505,0.767764004796524,0.4357370420097329,0.4209541144166093,6.177,0.0,-5.8386
2024-01-02 16:30:00,0.4345187619186244,0.5446351859655602,0.303907662040318,0.4543145047880573,0.3643483773289224,5.0107,0.0,-4.5762
2024-01-02 17:00:00,0.6213156741235861,0.5377294504017704,0.5362987447418572,0.4669422113797911,0.4369061722902903,4.8406,0.0,-4.2193
2024-01-02 17:30:00,0.2886216302877255,0.3828977816679878,0.7263489422095815,0.4792204733455776,0.3370649668980059,3.3477,0.0,-3.0591
2024-01-02 18:00:00,0.2402510661844687,0.6547305145316402,0.5841244686719205,0.1728773384701627,0.4061613121949865,2.6251,14.3308,11.946
2024-01-02 18:30:00,0.291373826069244,0.8383695787290684,0.5218984865601337,0.4644052558631719,0.3427137705364556,2.1687,0.0,-1.8773
2024-01-02 19:00:00,0.5275670196170125,0.5241115925615275,0.3537510676675141,0.195166174037969,0.3824196689224306,2.086,12.8393,11.2809
2024-01-02 19:30:00,0.4297918516099475,0.5941686662457025,0.2930138827755363,0.550490750767334,0.4125102848302016,1.4979,0.0,-1.0681
2024-01-02 20:00:00,0.2867066327054935,0.5377363872244895,0.609249108468835,0.3960489690637424,0.3827186527219468,1.0335,14.3736,13.6268
2024-01-02 20:30:00,0.4605445721855594,0.4306293727310383,0.7174272639938546,0.2038686154798611,0.502592315551138,0.0,7.9047,8.3652
2024-01-02 21:00:00,0.3911795915580067,0.2820442249125378,0.4315869803246002,0.364967356935826,0.5177752023758682,0.0,9.1223,9.5135
2024-01-02 21:30:00,0.5364408317554815,0.4316776493899484,0.3286826391403689,0.3942554046853085,0.5470880484858753,0.0,12.5886,13.125
2024-01-02 22:00:00,0.2579911510204413,0.3395902842494993,0.1348241714660951,0.605494501916153,0.4425957059465077,0.0,0.0,0.258
2024-01-02 22:30:00,0.3203896422337053,0.7550876973760672,0.3519462009600958,0.4862375051984033,0.4517322045172678,0.0,0.0,0.3204
2024-01-02 23:00:00,0.3096486411446404,0.5109458935594964,0.4793779489553191,0.5039698451104412,0.4716909871290353,0.0,0.0,0.3096
2024-01-02 23:30:00,0.1310808419779802,0.4799707858093978,0.7310911838211189,0.6043574340384751,0.4255906323903413,0.0,0.0,0.1311
2024-01-03 00:00:00,0.4243533795107627,0.6457200362631358,0.5950060979430614,0.4511126237380125,0.3959063299254193,0.0,0.0,0.4244
2024-01-03 00:30:00,0.4185092120299816,0.3758526333034525,0.5409170610950773,0.5531264648188328,0.3926614362703791,0.0,0.0,0.4185
2024-01-03 01:00:00,0.3758522427737435,0.4234791765670554,0.4372788590073459,0.5446893958818175,0.4182997651769251,0.0,0.0,0.3759
2024-01-03 01:30:00,0.3359021444374755,0.5355292739026796,0.4103780821229718,0.308310035088559,0.3824525310184601,0.0,0.0,0.3359
2024-01-03 02:00:00,0.1391048763249309,0.6644566666805182,0.702657656058945,0.6393599363719943,0.3099556974310102,0.0,0.0,0.1391
2024-01-03 02:30:00,0.3048924462057735,0.5937209626886989,0.5255820587044668,0.2922542573341899,0.2433622481073902,0.0,0.0,0.3049
2024-01-03 03:00:00,0.3178809139122051,0.5597195646100858,0.1870791914117348,0.5727029125088628,0.2605865784807932,0.0,0.0,0.3179
2024-01-03 03:30:00,0.2412871217963968,0.536877395228691,0.3970965670875147,0.2806446686962656,0.2378366479485343,0.0,0.0,0.2413
2024-01-03 04:00:00,0.3481190480556652,0.5801062815743935,0.3699561942862352,0.5347770059308272,0.2489007591795686,0.0,0.0,0.3481
2024-01-03 04:30:00,0.4423418094690897,0.553456058404148,0.4158012233673633,0.6860197871906717,0.3384195930761255,0.0,0.0,0.4423
2024-01-03 05:00:00,0.6893643168684218,0.3881695328444828,0.5788075233576522,0.4370960758199685,0.4146368916128224,0.0,0.0,0.6894
2024-01-03 05:30:00,0.4040963021386398,0.5325777635843324,0.4802908698487106,0.4318921652394857,0.4104917304095759,0.0,0.0,0.4041
2024-01-03 06:00:00,0.4179250651204608,0.3823027079674389,0.484784884342997,0.5358811095590139,0.4225918983990711,1.0111,0.0,-0.5932
2024-01-03 06:30:00,0.3625923473723055,0.5372752782582554,0.6891115354978636,0.4231295034562872,0.4302680161675369,1.6983,0.0,-1.3357
2024-01-03 07:00:00,0.0552047974501597,0.4618899405918979,0.3937279908517705,0.6807847819714445,0.4061383050597249,1.9296,0.0,-1.8744
2024-01-03 07:30:00,0.3705810207584639,0.8671838578564514,0.7700472703879073,0.485704182200584,0.4250303770136288,2.252,0.0,-1.8814
2024-01-03 08:00:00,0.3850383683235043,0.521039936365678,0.3974245941203302,0.4242364547470907,0.4443448996626418,2.8855,0.0,-2.5005
2024-01-03 08:30:00,0.7855403520808812,0.3379421249858382,0.5091898895543516,0.3978292701695219,0.6008724428114394,3.8077,0.0,-3.0222
2024-01-03 09:00:00,0.3429398392031463,0.5083865926404586,0.4547549774629596,0.350721736566103,0.5993828993562438,3.9949,0.0,-3.652
2024-01-03 09:30:00,0.4252578903889354,0.5960928081104873,0.5142190598536343,0.3873356125589825,0.5944695543687062,5.7071,0.0,-5.2818
2024-01-03 10:00:00,0.3692147050491261,0.7509625795172208,0.5614191999790303,0.420576922222923,0.5023943412332295,6.3434,0.0,-5.9742
2024-01-03 10:30:00,0.1802203270634113,0.4472881679129323,0.5598383679620724,0.4041452331815363,0.4380074815902466,7.0197,0.0,-6.8395
2024-01-03 11:00:00,0.5654704690858368,0.3140288896164204,0.385401688021427,0.3836861092428567,0.4804416249273937,7.0725,0.0,-6.507
2024-01-03 11:30:00,0.5003221721144624,0.6360149774397957,0.3310556062796742,0.7144436971047902,0.5200528020148234,8.0503,0.0,-7.55
2024-01-03 12:00:00,0.5068386578405079,0.3411147750211059,0.863951781178373,0.3390671174798972,0.6499429609262486,8.3659,0.0,-7.8591
2024-01-03 12:30:00,0.2234354242008768,0.4678609217436822,0.4249539553777952,0.4802384173709662,0.6076238024303333,8.7919,0.0,-8.5685
2024-01-03 13:00:00,0.6087990518226833,0.491820664568894,0.5988386773216268,0.5337313793151771,0.6719775041495024,7.4403,0.0,-6.8315
2024-01-03 13:30:00,0.1413581562012865,0.517048894643548,0.2598193103744549,0.5382406670708092,0.4867103328209561,8.2012,0.0,-8.0598
2024-01-03 14:00:00,0.4728095156333785,0.618881069118317,0.4549887753812032,0.455615940175523,0.5240609267173446,7.0379,0.0,-6.5651
2024-01-03 14:30:00,0.7400759376349965,0.4346487737547997,0.4773877127549701,0.4337700546174025,0.6146027788044153,7.7402,0.0,-7.0001
2024-01-03 15:00:00,0.2099106124782185,0.4896588363479204,0.5655669137098565,0.5168188723125506,0.5687868298377201,6.8511,0.0,-6.6412
2024-01-03 15:30:00,0.2806170450662046,0.5244787317810758,0.0959844161242429,0.4946214350291472,0.597660983879885,5.8838,0.0,-5.6032
2024-01-03 16:00:00,0.3916085608479402,0.546470181881731,0.5204974851618789,0.4315798618938453,0.5476581987252342,5.1864,0.0,-4.7948
2024-01-03 16:30:00,0.2910873909806334,0.5395224408352515,0.3271130948521712,0.2752693760219574,0.4874821549100501,5.2911,0.0,-5.0
2024-01-03 17:00:00,0.1165560948223112,0.584906675267642,0.5437475903018407,0.4065104718316052,0.3752366645321208,3.9867,0.0,-3.8701
2024-01-03 17:30:00,0.3864271624676713,0.6396387658971143,0.3437803638995533,0.3250960717209246,0.4221131825292994,4.1936,0.0,-3.8072
2024-01-03 18:00:00,0.1979493810456492,0.5790861131069249,0.3703578902275161,0.3826082711413449,0.3039525800894997,3.1383,7.195,4.2546
2024-01-03 18:30:00,0.4539320717725302,0.5872659121214495,0.4558683578160997,0.4666327669521573,0.393849018611679,2.3593,0.0,-1.9054
2024-01-03 19:00:00,0.2217626276276995,0.314056375156505,0.3414289350993202,0.5056843516122626,0.3216477887280453,2.0089,13.7451,11.958
2024-01-03 19:30:00,0.6333224008362566,0.5331344974420847,0.4261957667977564,0.6762468255353093,0.2909454099312909,1.2983,10.0004,9.3354
2024-01-03 20:00:00,0.2444577846106271,0.5907446988771295,0.3207005178801517,0.3981746799173762,0.3008811965756766,1.3086,5.5539,4.4898
2024-01-03 20:30:00,0.3213230806323874,0.6242191856541712,0.2266751430443227,0.5555783601277768,0.3125882758982405,0.0,5.3989,5.7202
2024-01-03 21:00:00,0.5105862028949449,0.4334790033631572,0.6456819577903368,0.4993528327499165,0.3468063144196112,0.0,7.2739,7.7845
2024-01-03 21:30:00,0.1698559472610075,0.4379494722020308,0.305611520667228,0.6181270450975836,0.3119400812363999,0.0,13.4277,13.5976
2024-01-03 22:00:00,0.4129099891006883,0.449348399605976,0.4698218985915415,0.5317768032047229,0.397171632273269,0.0,0.0,0.4129
2024-01-03 22:30:00,0.5928571257137382,0.5983816434115424,0.606727387004405,0.3416600937873275,0.4565410088451151,0.0,0.0,0.5929
2024-01-03 23:00:00,0.1070861275731287,0.6651427156735569,0.4057078735944786,0.2559342144732944,0.4304086847041528,0.0,0.0,0.1071
2024-01-03 23:30:00,0.405772309755384,0.4717118921279333,0.374813301001784,0.4999888714924255,0.4165579093523293,0.0,0.0,0.4058
2024-01-04 00:00:00,0.4183137990414038,0.6482441725198361,0.5293295180276143,0.39924905151227,0.4730861396915851,0.0,0.0,0.4183
2024-01-04 00:30:00,0.5053038119628851,0.5429650749174146,0.6603747233753268,0.345039353330785,0.4362679196449155,0.0,0.0,0.5053
2024-01-04 01:00:00,0.1688415481869863,0.5097144451110579,0.3242364926480431,0.3105764714925048,0.4145206464071171,0.0,0.0,0.1688
2024-01-04 01:30:00,0.1549238978192872,0.4980256611726258,0.4740151676476096,0.4819591275253212,0.366664145391794,0.0,0.0,0.1549
2024-01-04 02:00:00,0.4619902609361497,0.6265905572843061,0.2414706476262022,0.6435257680635955,0.3526879244370084,0.0,0.0,0.462
2024-01-04 02:30:00,0.4244974455388643,0.5700870256922389,0.4382956373475055,0.4136188233336003,0.4259229663095714,0.0,0.0,0.4245
2024-01-04 03:00:00,0.4167488083909794,0.831814097239066,0.5011079443264839,0.5334613643671259,0.4270270129530562,0.0,0.0,0.4167
2024-01-04 03:30:00,0.4327413682494959,0.4120236152086876,0.3704839914083109,0.4503781636600588,0.3809776286945812,0.0,0.0,0.4327
2024-01-04 04:00:00,0.2616625464035849,0.5959241103818125,0.4289208224682903,0.3079606127794548,0.4254338959649173,0.0,0.0,0.2617
2024-01-04 04:30:00,0.4137089495268339,0.4553740231688507,0.2891256293752275,0.5508018638372794,0.4277164781438651,0.0,0.0,0.4137
2024-01-04 05:00:00,0.4238454122164469,0.4097338150306465,0.5074087735585344,0.3313174586979375,0.4293073732856109,0.0,0.0,0.4238
2024-01-04 05:30:00,0.2559414303289388,0.5249354500614427,0.6512278839057606,0.4652415289752077,0.3575906084067102,0.0,0.0,0.2559
2024-01-04 06:00:00,0.6859624185241261,0.5448268145944021,0.3348429304251508,0.421674999487308,0.506314869175049,1.0749,0.0,-0.3889
2024-01-04 06:30:00,0.4539721534852979,0.9180184814234236,0.4045722022193451,0.5697889502158108,0.5923213201020681,1.5877,0.0,-1.1337
2024-01-04 07:00:00,0.1764494171328919,0.501681110011723,0.5699362607688425,0.3357012663578287,0.5101996086226597,2.0887,0.0,-1.9123
2024-01-04 07:30:00,0.4844256014389716,0.3747216292066593,0.674212189876479,0.5095394196497128,0.5274349808474212,2.6722,0.0,-2.1878
2024-01-04 08:00:00,0.2125530549621131,0.5630324174050816,0.2766393079656306,0.3618970127374192,0.4687081643084887,2.7033,0.0,-2.4907
2024-01-04 08:30:00,0.5061807672904087,0.2479730609880858,0.4712762545837616,0.4013300148238396,0.4898293778586402,4.1835,0.0,-3.6773
2024-01-04 09:00:00,0.5680992631679007,0.5140530598718931,0.5376905762669411,0.0265342420019781,0.5779607544618259,4.0658,0.0,-3.4977
2024-01-04 09:30:00,0.2382196136080482,0.5285444657161159,0.4810827721807645,0.7136347844504125,0.5274899201668721,4.44,0.0,-4.2018
2024-01-04 10:00:00,0.5355626882073871,0.6330307780887774,0.1320873554104472,0.5286969746095281,0.5596198732201552,5.9837,0.0,-5.4481
2024-01-04 10:30:00,0.4437968211560831,0.6570558652604889,0.5697222495445358,0.3705887856040356,0.6136471920438948,6.3311,0.0,-5.8873
2024-01-04 11:00:00,0.5120100266657484,0.4588138063243661,0.7193655593155168,0.3277227385727798,0.5636183837477704,7.9339,0.0,-7.4219
2024-01-04 11:30:00,0.691132163775658,0.5061811437738412,0.5132259828191539,0.4031843168332977,0.6318257395855846,8.4712,0.0,-7.7801
2024-01-04 12:00:00,0.3341019806661883,0.4235789164635021,0.3445479664484123,0.5486505956896396,0.6771667078478727,7.7124,0.0,-7.3783
2024-01-04 12:30:00,0.2493773059404184,0.3750056240173723,0.4206710614988542,0.2356547212232902,0.6095666824029708,9.5569,0.0,-9.3075
2024-01-04 13:00:00,0.2267475950624128,0.5679823311752517,0.7561907632761875,0.4456611989026711,0.6136490403282804,7.9668,0.0,-7.7401
2024-01-04 13:30:00,0.239031619172427,0.355476151557057,0.629810890559223,0.6750698203881714,0.5368167911428332,8.4517,0.0,-8.2127
2024-01-04 14:00:00,0.3621497150976493,0.4707500943504723,0.5901406229550805,0.3266081452446799,0.4775855822528261,7.5626,0.0,-7.2005
2024-01-04 14:30:00,0.4318586624694406,0.3928395352569895,0.548460195409247,0.4722907393521852,0.5332762844652879,8.7685,0.0,-8.3366
2024-01-04 15:00:00,0.4211151332216698,0.6001624077880064,0.3989192659929595,0.7269767294948266,0.5003611015973104,6.4932,0.0,-6.0721
2024-01-04 15:30:00,0.5128638748393373,0.7681493095673582,0.4666048618401058,0.5384858406077163,0.5202248260990741,5.6869,0.0,-5.174
2024-01-04 16:00:00,0.3771669819796511,0.3517181697191114,0.4846294974234191,0.4777539992100591,0.4814438886218894,5.7722,0.0,-5.395
2024-01-04 16:30:00,0.6172556795262195,0.2777151102370477,0.5768475902770878,0.5234278616716875,0.4601969691135001,5.917,0.0,-5.2997
2024-01-04 17:00:00,0.330890527793674,0.5096337752080388,0.7178345911651449,0.4145554256434264,0.4592733534138555,4.9436,0.0,-4.6127
2024-01-04 17:30:00,0.8283615277649365,0.5285005164044579,0.6604341420960598,0.6185629676317476,0.625789549774765,3.9967,0.0,-3.1683
2024-01-04 18:00:00,0.4792778912941677,0.5557383510068258,0.2874858902940833,0.4147396161004378,0.6984174087203756,3.423,0.0,-2.9437
2024-01-04 18:30:00,0.2321404072639529,0.4664967488233961,0.528999865121162,0.2276051730844091,0.6964354921981946,2.7647,8.8491,6.3165
2024-01-04 19:00:00,0.1965179169898146,0.4994676520803386,0.6043572259305177,0.4157026006704495,0.6487996914670071,1.9666,5.0321,3.262
2024-01-04 19:30:00,0.4554120692071975,0.5757144623850761,0.5870299872495677,0.3466684435978702,0.6555736648387742,1.4316,11.7389,10.7627
2024-01-04 20:00:00,0.3377562024456916,0.6660217167994554,0.4036078393880647,0.4289123212242756,0.6315995882365015,1.2442,5.5429,4.6365
2024-01-04 20:30:00,0.494000082348682,0.2640224446560238,0.924343882619759,0.4315648388094057,0.6261743506288395,0.0,13.6617,14.1557
2024-01-04 21:00:00,0.4538729374289242,0.4768814416977462,0.3083985233181845,0.6063011259763093,0.6482350276873479,0.0,5.2265,5.6804
2024-01-04 21:30:00,0.3628618478905212,0.5550874026309254,0.3368938444494962,0.5460608394863739,0.575071214884012,0.0,10.3048,10.6677
2024-01-04 22:00:00,0.2338677136552658,0.4031996395236676,0.5304107148623836,0.4942307952124162,0.5471673975405129,0.0,0.0,0.2339
2024-01-04 22:30:00,0.1225254625523559,0.7587202164093055,0.8071703383526689,0.4622936360978512,0.3441685378079036,0.0,0.0,0.1225
2024-01-04 23:00:00,0.3005808413221632,0.4411205835174976,0.3731924665759382,0.3356164460332264,0.2927751630998925,0.0,0.0,0.3006
2024-01-04 23:30:00,0.5177331323872454,0.5208522813139929,0.4570145488208268,0.200972732870164,0.3749117956768868,0.0,0.0,0.5177
2024-01-05 00:00:00,0.4106822906883673,0.6010131020723329,0.6544021740394081,0.4762227328209941,0.4365055931588291,0.0,0.0,0.4107
