timestamp,voltage,current,power_factor
2024-01-02T01:00:00+00:00,230.5782,4.0282,0.9238
2024-01-02T01:30:00+00:00,231.2626,2.8639,0.9386
2024-01-02T02:00:00+00:00,227.0857,2.6142,0.8833
2024-01-02T02:30:00+00:00,229.3607,4.6614,0.8922
2024-01-02T03:00:00+00:00,229.0593,5.4048,0.8834
2024-01-02T03:30:00+00:00,228.7222,5.1892,0.8934
2024-01-02T04:00:00+00:00,229.4497,2.3282,0.8803
2024-01-02T04:30:00+00:00,232.9899,3.0336,0.9153
2024-01-02T05:00:00+00:00,228.2683,4.1106,0.917
2024-01-02T05:30:00+00:00,231.9366,5.0058,0.9261
2024-01-02T06:00:00+00:00,226.6343,2.8718,0.9069
2024-01-02T06:30:00+00:00,229.3302,3.4088,0.8802
2024-01-02T07:00:00+00:00,230.3255,1.7852,0.9272
2024-01-02T07:30:00+00:00,231.1724,1.7193,0.8838
2024-01-02T08:00:00+00:00,231.4225,4.6896,0.9406
2024-01-02T08:30:00+00:00,231.5867,5.8878,0.8816
2024-01-02T09:00:00+00:00,229.3025,3.4522,0.9171
2024-01-02T09:30:00+00:00,229.0753,5.0224,0.9426
2024-01-02T10:00:00+00:00,231.716,4.0833,0.9201
2024-01-02T10:30:00+00:00,229.6174,2.5253,0.9226
2024-01-02T11:00:00+00:00,227.4486,4.1253,0.9277
2024-01-02T11:30:00+00:00,227.7334,6.2399,0.8886
2024-01-02T12:00:00+00:00,228.1611,3.4886,0.9272
2024-01-02T12:30:00+00:00,230.9943,5.8459,0.9416
2024-01-02T13:00:00+00:00,230.2849,0.1,0.9482
2024-01-02T13:30:00+00:00,231.381,4.8577,0.911
2024-01-02T14:00:00+00:00,229.1455,3.7602,0.9041
2024-01-02T14:30:00+00:00,230.3171,3.0273,0.9327
2024-01-02T15:00:00+00:00,231.2512,3.677,0.918
2024-01-02T15:30:00+00:00,229.3813,0.4247,0.898
2024-01-02T16:00:00+00:00,230.9136,3.2855,0.8921
2024-01-02T16:30:00+00:00,228.6761,4.2608,0.8919
2024-01-02T17:00:00+00:00,229.2739,5.9419,0.9121
2024-01-02T17:30:00+00:00,229.2365,2.8233,0.8919
2024-01-02T18:00:00+00:00,227.6083,2.3952,0.8814
2024-01-02T18:30:00+00:00,230.9739,2.8552,0.8836
2024-01-02T19:00:00+00:00,229.0612,4.874,0.9451
2024-01-02T19:30:00+00:00,230.025,4.222,0.8851
2024-01-02T20:00:00+00:00,230.9615,2.8049,0.8851
2024-01-02T20:30:00+00:00,230.8931,4.3762,0.9116
2024-01-02T21:00:00+00:00,231.3308,3.7697,0.8972
2024-01-02T21:30:00+00:00,229.803,4.928,0.9474
2024-01-02T22:00:00+00:00,229.1534,2.3858,0.9438
2024-01-02T22:30:00+00:00,229.8406,3.0693,0.9083
2024-01-02T23:00:00+00:00,226.6253,2.9983,0.9114
2024-01-02T23:30:00+00:00,227.1058,1.2738,0.9063
2024-01-03T00:00:00+00:00,227.3546,4.2293,0.8827
2024-01-03T00:30:00+00:00,228.0055,4.0767,0.9005
2024-01-03T01:00:00+00:00,230.7995,3.6653,0.8886
2024-01-03T01:30:00+00:00,228.189,3.3185,0.8872
2024-01-03T02:00:00+00:00,229.2437,1.3202,0.9193
2024-01-03T02:30:00+00:00,232.5985,2.9559,0.8869
2024-01-03T03:00:00+00:00,229.2875,3.1253,0.8872
2024-01-03T03:30:00+00:00,231.475,2.2818,0.9136
2024-01-03T04:00:00+00:00,228.1328,3.3502,0.911
2024-01-03T04:30:00+00:00,229.5891,4.3314,0.8896
2024-01-03T05:00:00+00:00,228.1,6.8662,0.8803
2024-01-03T05:30:00+00:00,229.3219,3.9443,0.8935
2024-01-03T06:00:00+00:00,231.6806,4.0242,0.8965
2024-01-03T06:30:00+00:00,226.5454,3.4199,0.936
2024-01-03T07:00:00+00:00,230.8688,0.5066,0.9441
2024-01-03T07:30:00+00:00,230.4755,3.54,0.9084
2024-01-03T08:00:00+00:00,228.8117,3.7051,0.9084
2024-01-03T08:30:00+00:00,227.1079,7.4395,0.9299
2024-01-03T09:00:00+00:00,230.1443,3.2257,0.9239
2024-01-03T09:30:00+00:00,228.941,4.1606,0.8929
2024-01-03T10:00:00+00:00,230.4654,3.6101,0.8875
2024-01-03T10:30:00+00:00,230.0437,1.7206,0.9106
2024-01-03T11:00:00+00:00,233.2036,5.2739,0.9195
2024-01-03T11:30:00+00:00,229.5213,4.9001,0.8897
2024-01-03T12:00:00+00:00,227.953,4.9381,0.9005
2024-01-03T12:30:00+00:00,230.3586,2.1521,0.9014
2024-01-03T13:00:00+00:00,230.44,5.8821,0.8983
2024-01-03T13:30:00+00:00,232.7184,1.3317,0.9123
2024-01-03T14:00:00+00:00,231.6702,4.4093,0.9257
2024-01-03T14:30:00+00:00,230.7137,7.0065,0.9157
2024-01-03T15:00:00+00:00,232.9266,2.0159,0.8941
2024-01-03T15:30:00+00:00,227.6225,2.7791,0.8872
2024-01-03T16:00:00+00:00,228.7205,3.6525,0.9375
2024-01-03T16:30:00+00:00,228.1468,2.7932,0.9136
2024-01-03T17:00:00+00:00,229.2204,1.15,0.8843
2024-01-03T17:30:00+00:00,227.2466,3.787,0.8981
2024-01-03T18:00:00+00:00,231.2703,1.8283,0.9363
2024-01-03T18:30:00+00:00,229.5556,4.2406,0.9326
2024-01-03T19:00:00+00:00,227.0584,2.0751,0.9413
2024-01-03T19:30:00+00:00,227.9688,6.0253,0.9221
2024-01-03T20:00:00+00:00,230.627,2.3306,0.9096
2024-01-03T20:30:00+00:00,231.6763,3.0487,0.9099
2024-01-03T21:00:00+00:00,233.9935,4.8838,0.8936
2024-01-03T21:30:00+00:00,235.8277,1.5564,0.9256
2024-01-03T22:00:00+00:00,230.8288,3.8847,0.921
2024-01-03T22:30:00+00:00,228.0209,5.8372,0.8908
2024-01-03T23:00:00+00:00,225.7359,1.0072,0.942
2024-01-03T23:30:00+00:00,230.5354,3.8864,0.9058
2024-01-04T00:00:00+00:00,228.3741,4.1466,0.8835
2024-01-04T00:30:00+00:00,229.1693,4.8838,0.903
2024-01-04T01:00:00+00:00,228.7758,1.5688,0.9409
2024-01-04T01:30:00+00:00,229.7184,1.4285,0.9442
2024-01-04T02:00:00+00:00,232.132,4.3534,0.9143
2024-01-04T02:30:00+00:00,230.3141,3.8928,0.9469
2024-01-04T03:00:00+00:00,229.6827,3.8553,0.9413
2024-01-04T03:30:00+00:00,227.9287,4.0492,0.9378
2024-01-04T04:00:00+00:00,226.6506,2.4559,0.9402
2024-01-04T04:30:00+00:00,229.0274,3.9844,0.9067
2024-01-04T05:00:00+00:00,229.8924,3.9523,0.933
2024-01-04T05:30:00+00:00,233.5359,2.3814,0.9204
2024-01-04T06:00:00+00:00,230.2605,6.404,0.9304
2024-01-04T06:30:00+00:00,231.9655,4.3859,0.8924
2024-01-04T07:00:00+00:00,229.0014,1.6549,0.9312
2024-01-04T07:30:00+00:00,227.6301,4.4943,0.947
2024-01-04T08:00:00+00:00,228.0698,2.0683,0.9012
2024-01-04T08:30:00+00:00,228.5495,4.6674,0.949
2024-01-04T09:00:00+00:00,234.2569,5.3506,0.9065
2024-01-04T09:30:00+00:00,228.3572,2.3338,0.894
2024-01-04T10:00:00+00:00,231.677,5.2073,0.8879
2024-01-04T10:30:00+00:00,228.1941,4.1603,0.9349
2024-01-04T11:00:00+00:00,231.8631,4.8066,0.9188
2024-01-04T11:30:00+00:00,230.7699,6.6443,0.9015
2024-01-04T12:00:00+00:00,229.6867,3.1533,0.9226
2024-01-04T12:30:00+00:00,229.9185,2.4016,0.9032
2024-01-04T13:00:00+00:00,228.6904,2.1758,0.9114
2024-01-04T13:30:00+00:00,230.8921,2.2018,0.9404
2024-01-04T14:00:00+00:00,229.09,3.4115,0.9268
2024-01-04T14:30:00+00:00,227.5488,4.0667,0.9334
2024-01-04T15:00:00+00:00,227.4441,4.0213,0.9208
2024-01-04T15:30:00+00:00,230.3452,4.6903,0.9494
2024-01-04T16:00:00+00:00,233.1582,3.6072,0.8969
2024-01-04T16:30:00+00:00,230.32,5.9664,0.8984
2024-01-04T17:00:00+00:00,229.7627,3.2491,0.8865
2024-01-04T17:30:00+00:00,230.5717,7.8205,0.9188
2024-01-04T18:00:00+00:00,232.612,4.4649,0.9229
2024-01-04T18:30:00+00:00,230.4388,2.1645,0.9308
2024-01-04T19:00:00+00:00,229.1781,1.8982,0.9035
2024-01-04T19:30:00+00:00,232.2126,4.4529,0.8809
2024-01-04T20:00:00+00:00,230.8575,3.1659,0.9243
2024-01-04T20:30:00+00:00,233.0715,4.4626,0.9499
2024-01-04T21:00:00+00:00,230.3665,4.3753,0.9006
2024-01-04T21:30:00+00:00,227.5511,3.5719,0.8929
2024-01-04T22:00:00+00:00,227.2637,2.2875,0.8997
2024-01-04T22:30:00+00:00,233.3019,1.1545,0.9098
2024-01-04T23:00:00+00:00,233.4473,2.869,0.8976
2024-01-04T23:30:00+00:00,229.641,4.9863,0.9043
2024-01-05T00:00:00+00:00,229.2336,3.875,0.9247
2024-01-05T00:30:00+00:00,232.9229,1.5895,0.9042
2024-01-05T01:00:00+00:00,227.7859,3.9065,0.9077
2024-01-05T01:30:00+00:00,228.2105,4.3603,0.8828
2024-01-05T02:00:00+00:00,231.2867,2.0851,0.9443
2024-01-05T02:30:00+00:00,229.2108,3.8478,0.9085
2024-01-05T03:00:00+00:00,229.9898,3.7049,0.903
2024-01-05T03:30:00+00:00,229.6731,1.8133,0.8861
2024-01-05T04:00:00+00:00,230.6751,4.0766,0.9244
2024-01-05T04:30:00+00:00,232.815,4.2791,0.9405
2024-01-05T05:00:00+00:00,230.1812,5.467,0.8829
2024-01-05T05:30:00+00:00,231.2879,5.3489,0.8902
2024-01-05T06:00:00+00:00,225.8997,1.4459,0.8902
2024-01-05T06:30:00+00:00,229.9026,2.0631,0.9222
2024-01-05T07:00:00+00:00,228.3135,4.2742,0.9445
2024-01-05T07:30:00+00:00,227.5624,4.4456,0.9106
2024-01-05T08:00:00+00:00,228.2437,4.4667,0.9041
2024-01-05T08:30:00+00:00,229.3318,9.3412,0.9336
2024-01-05T09:00:00+00:00,231.8318,4.352,0.932
2024-01-05T09:30:00+00:00,227.3472,5.5322,0.8973
2024-01-05T10:00:00+00:00,230.0613,5.2086,0.8913
2024-01-05T10:30:00+00:00,229.0317,4.6657,0.905
2024-01-05T11:00:00+00:00,229.3447,3.0097,0.9343
2024-01-05T11:30:00+00:00,232.0055,4.6553,0.9287
2024-01-05T12:00:00+00:00,231.0762,2.2996,0.9266
2024-01-05T12:30:00+00:00,232.6748,3.0746,0.9381
2024-01-05T13:00:00+00:00,229.691,2.8473,0.8994
2024-01-05T13:30:00+00:00,228.6081,3.7621,0.9038
2024-01-05T14:00:00+00:00,229.5523,7.5069,0.883
2024-01-05T14:30:00+00:00,230.485,0.5883,0.9408
2024-01-05T15:00:00+00:00,230.3531,4.6145,0.9208
2024-01-05T15:30:00+00:00,227.8312,1.035,0.9009
2024-01-05T16:00:00+00:00,230.181,2.9099,0.8849
2024-01-05T16:30:00+00:00,230.4565,5.1894,0.9306
2024-01-05T17:00:00+00:00,235.0349,3.5201,0.9324
2024-01-05T17:30:00+00:00,233.7537,1.804,0.9266
2024-01-05T18:00:00+00:00,228.2935,2.5058,0.8943
2024-01-05T18:30:00+00:00,229.4252,4.5093,0.9439
2024-01-05T19:00:00+00:00,227.0731,2.3917,0.9327
2024-01-05T19:30:00+00:00,228.8186,3.88,0.926
2024-01-05T20:00:00+00:00,230.6312,3.5846,0.9256
2024-01-05T20:30:00+00:00,232.4117,2.4303,0.9433
2024-01-05T21:00:00+00:00,228.5418,6.7818,0.945
2024-01-05T21:30:00+00:00,228.6917,4.5606,0.9217
2024-01-05T22:00:00+00:00,225.7054,0.3653,0.9092
2024-01-05T22:30:00+00:00,229.6747,3.9053,0.9055
2024-01-05T23:00:00+00:00,227.8752,2.4785,0.9373
2024-01-05T23:30:00+00:00,228.9411,4.8827,0.9251
2024-01-06T00:00:00+00:00,228.2463,2.404,0.8854
2024-01-06T00:30:00+00:00,229.8115,3.4801,0.89
2024-01-06T01:00:00+00:00,226.4845,4.2997,0.943
2024-01-06T01:30:00+00:00,227.0659,4.856,0.9419
2024-01-06T02:00:00+00:00,234.2585,1.5779,0.9466
2024-01-06T02:30:00+00:00,227.4252,3.0854,0.9099
2024-01-06T03:00:00+00:00,227.8064,2.7782,0.9349
2024-01-06T03:30:00+00:00,233.6738,2.4282,0.938
2024-01-06T04:00:00+00:00,235.8101,6.2921,0.9021
2024-01-06T04:30:00+00:00,227.6569,4.367,0.8902
2024-01-06T05:00:00+00:00,229.2635,1.5141,0.9498
2024-01-06T05:30:00+00:00,230.6831,5.1892,0.8821
2024-01-06T06:00:00+00:00,233.4574,6.7721,0.9218
2024-01-06T06:30:00+00:00,228.0263,5.1845,0.9255
2024-01-06T07:00:00+00:00,229.5094,1.1438,0.9277
2024-01-06T07:30:00+00:00,231.5547,2.831,0.8979
2024-01-06T08:00:00+00:00,230.8695,5.457,0.9305
2024-01-06T08:30:00+00:00,229.2477,2.5053,0.8951
2024-01-06T09:00:00+00:00,229.7324,4.1668,0.938
2024-01-06T09:30:00+00:00,227.2502,4.9552,0.8953
2024-01-06T10:00:00+00:00,229.5237,2.0688,0.9288
2024-01-06T10:30:00+00:00,229.4672,3.4038,0.9348
2024-01-06T11:00:00+00:00,230.4643,0.1,0.8932
2024-01-06T11:30:00+00:00,228.8893,1.9906,0.8967
2024-01-06T12:00:00+00:00,230.9431,3.085,0.9345
2024-01-06T12:30:00+00:00,232.0254,1.625,0.886
2024-01-06T13:00:00+00:00,230.3109,6.2899,0.8934
2024-01-06T13:30:00+00:00,230.7035,1.299,0.9119
2024-01-06T14:00:00+00:00,230.1063,2.7742,0.9451
2024-01-06T14:30:00+00:00,230.0002,3.7531,0.9193
2024-01-06T15:00:00+00:00,228.5569,5.9345,0.9071
2024-01-06T15:30:00+00:00,230.633,1.2406,0.9485
2024-01-06T16:00:00+00:00,229.8054,5.4258,0.9125
2024-01-06T16:30:00+00:00,234.1863,3.5339,0.9104
2024-01-06T17:00:00+00:00,233.1467,1.9955,0.9088
2024-01-06T17:30:00+00:00,230.7717,4.3438,0.9019
2024-01-06T18:00:00+00:00,228.4739,3.9578,0.9028
2024-01-06T18:30:00+00:00,227.7752,2.6012,0.9281
2024-01-06T19:00:00+00:00,232.3823,3.7691,0.8829
2024-01-06T19:30:00+00:00,230.5255,2.9063,0.9277
2024-01-06T20:00:00+00:00,230.9603,3.8152,0.8941
2024-01-06T20:30:00+00:00,226.5108,4.7255,0.9069
2024-01-06T21:00:00+00:00,231.8549,6.1948,0.8903
2024-01-06T21:30:00+00:00,230.9088,1.5905,0.9187
2024-01-06T22:00:00+00:00,227.7791,6.8891,0.9311
2024-01-06T22:30:00+00:00,229.057,0.4791,0.9048
2024-01-06T23:00:00+00:00,230.5274,3.4034,0.8914
2024-01-06T23:30:00+00:00,230.1049,4.5896,0.8959
2024-01-07T00:00:00+00:00,229.4157,3.9236,0.9373
2024-01-07T00:30:00+00:00,229.793,2.6265,0.8987
2024-01-07T01:00:00+00:00,229.496,3.1745,0.9342
2024-01-07T01:30:00+00:00,230.3051,2.8156,0.9032
2024-01-07T02:00:00+00:00,232.943,2.6604,0.8932
2024-01-07T02:30:00+00:00,224.8667,4.9357,0.9309
2024-01-07T03:00:00+00:00,229.5263,4.1478,0.9128
2024-01-07T03:30:00+00:00,230.353,2.5541,0.8822
2024-01-07T04:00:00+00:00,230.592,4.8067,0.9472
2024-01-07T04:30:00+00:00,229.2562,4.1762,0.8903
2024-01-07T05:00:00+00:00,226.4866,4.9824,0.9047
2024-01-07T05:30:00+00:00,230.656,4.5885,0.9069
2024-01-07T06:00:00+00:00,233.4547,2.2192,0.9143
2024-01-07T06:30:00+00:00,226.9323,2.6547,0.935
2024-01-07T07:00:00+00:00,231.7277,4.8971,0.8804
2024-01-07T07:30:00+00:00,229.3429,4.398,0.9453
2024-01-07T08:00:00+00:00,229.8774,3.4936,0.9252
2024-01-07T08:30:00+00:00,227.8942,3.6582,0.9465
2024-01-07T09:00:00+00:00,229.3311,5.471,0.9372
2024-01-07T09:30:00+00:00,232.6001,2.5151,0.9449
2024-01-07T10:00:00+00:00,231.1653,4.3742,0.9221
2024-01-07T10:30:00+00:00,233.4646,3.2307,0.905
2024-01-07T11:00:00+00:00,232.3548,3.2004,0.911
2024-01-07T11:30:00+00:00,230.8782,5.2209,0.9261
2024-01-07T12:00:00+00:00,233.4879,4.8254,0.9099
2024-01-07T12:30:00+00:00,230.878,4.7497,0.9312
2024-01-07T13:00:00+00:00,231.656,5.7715,0.8864
2024-01-07T13:30:00+00:00,229.4069,3.5176,0.9381
2024-01-07T14:00:00+00:00,230.1331,4.7487,0.8943
2024-01-07T14:30:00+00:00,228.6052,2.9896,0.9461
2024-01-07T15:00:00+00:00,231.9792,4.1519,0.8909
2024-01-07T15:30:00+00:00,227.6434,3.4915,0.889
2024-01-07T16:00:00+00:00,231.5647,3.6063,0.9368
2024-01-07T16:30:00+00:00,229.6187,4.4065,0.9373
2024-01-07T17:00:00+00:00,232.3425,2.2047,0.9317
2024-01-07T17:30:00+00:00,231.5017,6.6008,0.9472
2024-01-07T18:00:00+00:00,233.6413,1.9743,0.8989
2024-01-07T18:30:00+00:00,231.4615,1.5905,0.9379
2024-01-07T19:00:00+00:00,226.8559,5.5356,0.9046
2024-01-07T19:30:00+00:00,229.8661,4.8068,0.9176
2024-01-07T20:00:00+00:00,227.656,4.6184,0.9112
2024-01-07T20:30:00+00:00,228.9634,4.7596,0.8804
2024-01-07T21:00:00+00:00,233.0225,3.4786,0.9202
2024-01-07T21:30:00+00:00,231.2751,2.0912,0.9323
2024-01-07T22:00:00+00:00,228.6021,3.801,0.8922
2024-01-07T22:30:00+00:00,227.9726,2.433,0.9452
2024-01-07T23:00:00+00:00,230.0656,5.095,0.9171
2024-01-07T23:30:00+00:00,227.5669,3.4514,0.8925
2024-01-08T00:00:00+00:00,228.6577,2.2445,0.9252
2024-01-08T00:30:00+00:00,230.624,3.12,0.8934
2024-01-08T01:00:00+00:00,232.3106,4.3201,0.8844
2024-01-08T01:30:00+00:00,231.2175,2.6197,0.928
2024-01-08T02:00:00+00:00,225.4174,2.3783,0.8877
2024-01-08T02:30:00+00:00,230.6087,4.0617,0.8874
2024-01-08T03:00:00+00:00,230.1441,3.8781,0.9318
2024-01-08T03:30:00+00:00,230.8278,2.8478,0.8839
2024-01-08T04:00:00+00:00,233.2324,2.7143,0.9367
2024-01-08T04:30:00+00:00,225.8735,3.9145,0.9357
2024-01-08T05:00:00+00:00,228.8178,1.3127,0.8899
2024-01-08T05:30:00+00:00,231.1818,1.3258,0.9163
2024-01-08T06:00:00+00:00,226.8368,2.538,0.8868
2024-01-08T06:30:00+00:00,232.9519,3.1529,0.9243
2024-01-08T07:00:00+00:00,230.7367,4.1832,0.8844
2024-01-08T07:30:00+00:00,231.6932,5.6649,0.9461
2024-01-08T08:00:00+00:00,228.8581,5.0599,0.8945
2024-01-08T08:30:00+00:00,231.6275,3.2418,0.9278
2024-01-08T09:00:00+00:00,232.1369,3.6036,0.889
2024-01-08T09:30:00+00:00,230.4658,2.0167,0.8947
2024-01-08T10:00:00+00:00,230.4688,3.5406,0.9116
2024-01-08T10:30:00+00:00,230.5407,3.0821,0.9201
2024-01-08T11:00:00+00:00,228.2733,3.9548,0.9499
2024-01-08T11:30:00+00:00,229.7049,2.3413,0.8818
2024-01-08T12:00:00+00:00,229.695,4.5668,0.88
2024-01-08T12:30:00+00:00,230.7668,6.0408,0.9045
2024-01-08T13:00:00+00:00,231.9996,3.3971,0.9056
2024-01-08T13:30:00+00:00,227.8829,4.1182,0.9419
2024-01-08T14:00:00+00:00,229.75,4.5193,0.9439
2024-01-08T14:30:00+00:00,232.9629,2.8093,0.9416
2024-01-08T15:00:00+00:00,228.5128,4.0549,0.89
2024-01-08T15:30:00+00:00,228.3555,3.634,0.9088
2024-01-08T16:00:00+00:00,230.4046,3.6434,0.9322
2024-01-08T16:30:00+00:00,231.6888,2.3561,0.9019
2024-01-08T17:00:00+00:00,230.0229,3.5578,0.9264
2024-01-08T17:30:00+00:00,232.6579,4.3912,0.8966
2024-01-08T18:00:00+00:00,231.7136,5.8986,0.9026
2024-01-08T18:30:00+00:00,231.6836,4.9108,0.9402
2024-01-08T19:00:00+00:00,231.1082,7.0758,0.8975
2024-01-08T19:30:00+00:00,234.6553,2.2228,0.9475
2024-01-08T20:00:00+00:00,229.5897,5.0288,0.9014
2024-01-08T20:30:00+00:00,225.993,4.0709,0.8816
2024-01-08T21:00:00+00:00,233.2085,7.068,0.8978
2024-01-08T21:30:00+00:00,229.0846,2.3518,0.892
2024-01-08T22:00:00+00:00,230.2158,2.2305,0.9155
2024-01-08T22:30:00+00:00,232.6191,2.6639,0.8879
2024-01-08T23:00:00+00:00,226.7955,0.2006,0.9238
2024-01-08T23:30:00+00:00,227.4967,2.6841,0.9412
2024-01-09T00:00:00+00:00,226.7974,2.4202,0.9054
2024-01-09T00:30:00+00:00,228.4117,3.9281,0.8918
2024-01-09T01:00:00+00:00,230.8793,4.121,0.908
2024-01-09T01:30:00+00:00,231.0484,6.3665,0.935
2024-01-09T02:00:00+00:00,230.5525,5.0219,0.9214
2024-01-09T02:30:00+00:00,227.1745,2.7674,0.8871
2024-01-09T03:00:00+00:00,225.3798,2.1785,0.9176
2024-01-09T03:30:00+00:00,230.1087,4.3515,0.9128
2024-01-09T04:00:00+00:00,229.0564,1.4986,0.9029
2024-01-09T04:30:00+00:00,230.9188,6.6369,0.8877
2024-01-09T05:00:00+00:00,231.4039,5.2073,0.9487
2024-01-09T05:30:00+00:00,230.2765,2.8889,0.8923
2024-01-09T06:00:00+00:00,231.5203,0.8651,0.8935
2024-01-09T06:30:00+00:00,230.4584,5.8556,0.8902
2024-01-09T07:00:00+00:00,231.0601,3.3489,0.9199
2024-01-09T07:30:00+00:00,228.5907,5.5825,0.9111
2024-01-09T08:00:00+00:00,229.6408,1.0603,0.8975
2024-01-09T08:30:00+00:00,230.3936,2.6241,0.9101
2024-01-09T09:00:00+00:00,231.6411,3.5003,0.9271
2024-01-09T09:30:00+00:00,229.2125,3.7127,0.8997
2024-01-09T10:00:00+00:00,231.0423,2.7507,0.9441
2024-01-09T10:30:00+00:00,229.4683,4.6295,0.9014
2024-01-09T11:00:00+00:00,229.7649,1.919,0.8939
2024-01-09T11:30:00+00:00,231.659,3.203,0.9468
2024-01-09T12:00:00+00:00,226.0139,3.7319,0.9367
2024-01-09T12:30:00+00:00,227.4071,4.4823,0.904
2024-01-09T13:00:00+00:00,227.0356,4.6312,0.9389
2024-01-09T13:30:00+00:00,225.3328,1.8168,0.9163
2024-01-09T14:00:00+00:00,228.6435,1.1542,0.9043
2024-01-09T14:30:00+00:00,231.4989,5.4108,0.9388
2024-01-09T15:00:00+00:00,229.4302,4.0227,0.9327
2024-01-09T15:30:00+00:00,230.3956,2.4115,0.9009
2024-01-09T16:00:00+00:00,232.1784,5.9159,0.9225
2024-01-09T16:30:00+00:00,232.6554,3.7416,0.9059
2024-01-09T17:00:00+00:00,229.8617,5.6506,0.8801
2024-01-09T17:30:00+00:00,232.7072,3.5042,0.9473
2024-01-09T18:00:00+00:00,230.1843,6.7966,0.9185
2024-01-09T18:30:00+00:00,228.3252,6.3429,0.9219
2024-01-09T19:00:00+00:00,228.8112,3.1618,0.922
2024-01-09T19:30:00+00:00,227.0389,5.1493,0.9185
2024-01-09T20:00:00+00:00,228.2237,4.6971,0.9003
2024-01-09T20:30:00+00:00,229.284,5.5493,0.948
2024-01-09T21:00:00+00:00,231.6072,2.0027,0.9235
2024-01-09T21:30:00+00:00,233.4415,4.5227,0.927
2024-01-09T22:00:00+00:00,227.2356,5.3224,0.9118
2024-01-09T22:30:00+00:00,230.7857,0.7883,0.9002
2024-01-09T23:00:00+00:00,227.9189,1.7638,0.8845
2024-01-09T23:30:00+00:00,230.9494,0.3363,0.9045
2024-01-10T00:00:00+00:00,229.7378,3.2205,0.8923
2024-01-10T00:30:00+00:00,226.3382,4.7179,0.9263
2024-01-10T01:00:00+00:00,231.8566,5.7297,0.9415
2024-01-10T01:30:00+00:00,228.79,3.7573,0.9012
2024-01-10T02:00:00+00:00,228.9322,6.252,0.9033
2024-01-10T02:30:00+00:00,227.8605,1.3729,0.9269
2024-01-10T03:00:00+00:00,228.6914,0.8948,0.8904
2024-01-10T03:30:00+00:00,230.8558,3.3528,0.9451
